Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep) 
 01/08  17:50:00,3.1166666666666669,-3.033333333333333 
 01/08  18:00:00,3.3,-3.3 
 01/08  18:10:00,3.3,-3.7666666666666668 
 01/08  18:20:00,3.3,-4.233333333333333 
 01/08  18:30:00,3.3,-4.699999999999999 
 01/08  18:40:00,3.3,-5.166666666666666 
 01/08  18:50:00,3.3,-5.633333333333333 
 01/08  19:00:00,3.3,-6.1 
 01/08  19:10:00,3.216666666666667,-6.199999999999999 
 01/08  19:20:00,3.1333333333333335,-6.300000000000001 
 01/08  19:30:00,3.05,-6.4 
 01/08  19:40:00,2.966666666666667,-6.5 
 01/08  19:50:00,2.8833333333333335,-6.6000000000000009 
 01/08  20:00:00,2.8,-6.7 
 01/08  20:10:00,2.7,-6.700000000000001 
 01/08  20:20:00,2.6,-6.700000000000001 
 01/08  20:30:00,2.5,-6.7 
 01/08  20:40:00,2.4000000000000005,-6.700000000000001 
 01/08  20:50:00,2.3,-6.7 
 01/08  21:00:00,2.2,-6.7 
 01/08  21:10:00,2.3000000000000004,-6.783333333333334 
 01/08  21:20:00,2.4000000000000005,-6.866666666666667 
 01/08  21:30:00,2.5,-6.95 
 01/08  21:40:00,2.6,-7.033333333333333 
 01/08  21:50:00,2.7,-7.116666666666666 
 01/08  22:00:00,2.8,-7.2 
 01/08  22:10:00,2.8000000000000004,-7.2 
 01/08  22:20:00,2.8,-7.200000000000001 
 01/08  22:30:00,2.8,-7.2 
 01/08  22:40:00,2.8,-7.2 
 01/08  22:50:00,2.8,-7.199999999999999 
 01/08  23:00:00,2.8,-7.2 
 01/08  23:10:00,2.7,-7.2 
 01/08  23:20:00,2.6,-7.200000000000001 
 01/08  23:30:00,2.5,-7.2 
 01/08  23:40:00,2.4000000000000005,-7.2 
 01/08  23:50:00,2.3,-7.199999999999999 
 01/08  24:00:00,2.2,-7.2 
 01/09  00:10:00,2.2,-7.3 
 01/09  00:20:00,2.2,-7.4 
 01/09  00:30:00,2.2,-7.5 
 01/09  00:40:00,2.2,-7.6 
 01/09  00:50:00,2.2,-7.699999999999999 
 01/09  01:00:00,2.2,-7.8 
 01/09  01:10:00,2.0166666666666668,-7.8 
 01/09  01:20:00,1.8333333333333338,-7.8 
 01/09  01:30:00,1.6500000000000002,-7.8 
 01/09  01:40:00,1.4666666666666668,-7.799999999999999 
 01/09  01:50:00,1.2833333333333335,-7.8 
 01/09  02:00:00,1.1,-7.8 
 01/09  02:10:00,1.2000000000000002,-7.8 
 01/09  02:20:00,1.3000000000000003,-7.8 
 01/09  02:30:00,1.4,-7.8 
 01/09  02:40:00,1.5,-7.799999999999999 
 01/09  02:50:00,1.6,-7.8 
 01/09  03:00:00,1.7,-7.8 
 01/09  03:10:00,1.5166666666666669,-7.8 
 01/09  03:20:00,1.3333333333333335,-7.8 
 01/09  03:30:00,1.15,-7.8 
 01/09  03:40:00,0.9666666666666668,-7.799999999999999 
 01/09  03:50:00,0.7833333333333332,-7.8 
 01/09  04:00:00,0.6,-7.8 
 01/09  04:10:00,0.6,-7.8 
 01/09  04:20:00,0.6,-7.8 
 01/09  04:30:00,0.6,-7.8 
 01/09  04:40:00,0.6,-7.799999999999999 
 01/09  04:50:00,0.6,-7.8 
 01/09  05:00:00,0.6,-7.8 
 01/09  05:10:00,0.21666666666666668,-7.616666666666667 
 01/09  05:20:00,-0.16666666666666664,-7.433333333333334 
 01/09  05:30:00,-0.55,-7.25 
 01/09  05:40:00,-0.9333333333333334,-7.066666666666666 
 01/09  05:50:00,-1.3166666666666669,-6.883333333333334 
 01/09  06:00:00,-1.7,-6.7 
 01/09  06:10:00,-1.5166666666666669,-6.883333333333334 
 01/09  06:20:00,-1.3333333333333335,-7.066666666666667 
 01/09  06:30:00,-1.15,-7.25 
 01/09  06:40:00,-0.9666666666666668,-7.433333333333334 
 01/09  06:50:00,-0.7833333333333332,-7.616666666666666 
 01/09  07:00:00,-0.6,-7.8 
 01/09  07:10:00,-0.5,-6.966666666666667 
 01/09  07:20:00,-0.4,-6.133333333333334 
 01/09  07:30:00,-0.3,-5.3 
 01/09  07:40:00,-0.2,-4.466666666666667 
 01/09  07:50:00,-0.09999999999999998,-3.633333333333333 
 01/09  08:00:00,0.0,-2.8 
 01/09  08:10:00,0.09999999999999999,-2.7 
 01/09  08:20:00,0.19999999999999999,-2.6 
 01/09  08:30:00,0.3,-2.5 
 01/09  08:40:00,0.39999999999999999,-2.4000000000000005 
 01/09  08:50:00,0.5,-2.3 
 01/09  09:00:00,0.6,-2.2 
 01/09  09:10:00,0.8666666666666667,-1.9333333333333336 
 01/09  09:20:00,1.1333333333333334,-1.666666666666667 
 01/09  09:30:00,1.4000000000000002,-1.4000000000000002 
 01/09  09:40:00,1.6666666666666668,-1.1333333333333336 
 01/09  09:50:00,1.9333333333333336,-0.8666666666666667 
 01/09  10:00:00,2.2,-0.6 
 01/09  10:10:00,2.566666666666667,-1.2333333333333335 
 01/09  10:20:00,2.9333333333333337,-1.8666666666666668 
 01/09  10:30:00,3.3000000000000004,-2.5 
 01/09  10:40:00,3.666666666666667,-3.1333333333333339 
 01/09  10:50:00,4.033333333333333,-3.766666666666667 
 01/09  11:00:00,4.4,-4.4 
 01/09  11:10:00,4.783333333333333,-4.4 
 01/09  11:20:00,5.166666666666668,-4.4 
 01/09  11:30:00,5.550000000000001,-4.4 
 01/09  11:40:00,5.933333333333334,-4.4 
 01/09  11:50:00,6.316666666666667,-4.4 
 01/09  12:00:00,6.7,-4.4 
 01/09  12:10:00,6.700000000000001,-4.033333333333333 
 01/09  12:20:00,6.700000000000001,-3.6666666666666676 
 01/09  12:30:00,6.7,-3.3000000000000004 
 01/09  12:40:00,6.700000000000001,-2.9333333333333337 
 01/09  12:50:00,6.7,-2.566666666666667 
 01/09  13:00:00,6.7,-2.2 
 01/09  13:10:00,6.883333333333334,-2.2 
 01/09  13:20:00,7.066666666666667,-2.2 
 01/09  13:30:00,7.25,-2.2 
 01/09  13:40:00,7.433333333333334,-2.2 
 01/09  13:50:00,7.616666666666666,-2.2 
 01/09  14:00:00,7.8,-2.2 
 01/09  14:10:00,7.433333333333334,-2.3833333333333335 
 01/09  14:20:00,7.066666666666666,-2.566666666666667 
 01/09  14:30:00,6.699999999999999,-2.75 
 01/09  14:40:00,6.333333333333333,-2.933333333333333 
 01/09  14:50:00,5.966666666666667,-3.1166666666666669 
 01/09  15:00:00,5.6,-3.3 
 01/09  15:10:00,5.5,-2.9333333333333337 
 01/09  15:20:00,5.4,-2.566666666666667 
 01/09  15:30:00,5.3,-2.2 
 01/09  15:40:00,5.199999999999999,-1.8333333333333335 
 01/09  15:50:00,5.1,-1.4666666666666666 
 01/09  16:00:00,5.0,-1.1 
 01/09  16:10:00,5.0,-1.2000000000000002 
 01/09  16:20:00,5.0,-1.3000000000000003 
 01/09  16:30:00,5.0,-1.4 
 01/09  16:40:00,5.0,-1.5 
 01/09  16:50:00,5.0,-1.6 
 01/09  17:00:00,5.0,-1.7 
 01/09  17:10:00,5.0,-2.0666666666666666 
 01/09  17:20:00,5.0,-2.4333333333333337 
 01/09  17:30:00,5.0,-2.8 
 01/09  17:40:00,5.0,-3.1666666666666667 
 01/09  17:50:00,5.0,-3.533333333333333 
 01/09  18:00:00,5.0,-3.9 
 01/09  18:10:00,5.1000000000000009,-3.9833333333333336 
 01/09  18:20:00,5.2,-4.066666666666666 
 01/09  18:30:00,5.3,-4.15 
 01/09  18:40:00,5.4,-4.233333333333333 
 01/09  18:50:00,5.5,-4.316666666666666 
 01/09  19:00:00,5.6,-4.4 
 01/09  19:10:00,5.6000000000000009,-4.4 
 01/09  19:20:00,5.6,-4.4 
 01/09  19:30:00,5.6,-4.4 
 01/09  19:40:00,5.6,-4.4 
 01/09  19:50:00,5.6,-4.4 
 01/09  20:00:00,5.6,-4.4 
 01/09  20:10:00,5.5,-4.133333333333334 
 01/09  20:20:00,5.4,-3.866666666666667 
 01/09  20:30:00,5.3,-3.6 
 01/09  20:40:00,5.199999999999999,-3.3333333333333337 
 01/09  20:50:00,5.1,-3.066666666666667 
 01/09  21:00:00,5.0,-2.8 
 01/09  21:10:00,5.1000000000000009,-3.166666666666667 
 01/09  21:20:00,5.2,-3.533333333333333 
 01/09  21:30:00,5.3,-3.9 
 01/09  21:40:00,5.4,-4.266666666666667 
 01/09  21:50:00,5.5,-4.633333333333334 
 01/09  22:00:00,5.6,-5.0 
 01/09  22:10:00,5.6000000000000009,-4.9 
 01/09  22:20:00,5.6,-4.800000000000001 
 01/09  22:30:00,5.6,-4.7 
 01/09  22:40:00,5.6,-4.6000000000000009 
 01/09  22:50:00,5.6,-4.5 
 01/09  23:00:00,5.6,-4.4 
 01/09  23:10:00,5.683333333333334,-4.216666666666667 
 01/09  23:20:00,5.766666666666667,-4.033333333333334 
 01/09  23:30:00,5.85,-3.85 
 01/09  23:40:00,5.933333333333334,-3.666666666666667 
 01/09  23:50:00,6.016666666666666,-3.4833333333333336 
 01/09  24:00:00,6.1,-3.3 
 01/10  00:10:00,6.1,-3.3 
 01/10  00:20:00,6.1000000000000009,-3.3 
 01/10  00:30:00,6.1,-3.3 
 01/10  00:40:00,6.1,-3.3 
 01/10  00:50:00,6.1,-3.3 
 01/10  01:00:00,6.1,-3.3 
 01/10  01:10:00,6.016666666666667,-3.1166666666666669 
 01/10  01:20:00,5.933333333333334,-2.9333333333333337 
 01/10  01:30:00,5.85,-2.75 
 01/10  01:40:00,5.766666666666667,-2.566666666666667 
 01/10  01:50:00,5.683333333333334,-2.3833333333333335 
 01/10  02:00:00,5.6,-2.2 
 01/10  02:10:00,5.6000000000000009,-1.9333333333333336 
 01/10  02:20:00,5.6,-1.666666666666667 
 01/10  02:30:00,5.6,-1.4000000000000002 
 01/10  02:40:00,5.6,-1.1333333333333336 
 01/10  02:50:00,5.6,-0.8666666666666667 
 01/10  03:00:00,5.6,-0.6 
 01/10  03:10:00,5.6000000000000009,-0.7833333333333333 
 01/10  03:20:00,5.6,-0.9666666666666667 
 01/10  03:30:00,5.6,-1.15 
 01/10  03:40:00,5.6,-1.3333333333333333 
 01/10  03:50:00,5.6,-1.5166666666666667 
 01/10  04:00:00,5.6,-1.7 
 01/10  04:10:00,5.6000000000000009,-1.3166666666666667 
 01/10  04:20:00,5.6,-0.9333333333333336 
 01/10  04:30:00,5.6,-0.55 
 01/10  04:40:00,5.6,-0.1666666666666668 
 01/10  04:50:00,5.6,0.21666666666666674 
 01/10  05:00:00,5.6,0.6 
 01/10  05:10:00,5.5,0.6 
 01/10  05:20:00,5.4,0.6 
 01/10  05:30:00,5.3,0.6 
 01/10  05:40:00,5.199999999999999,0.6 
 01/10  05:50:00,5.1,0.6 
 01/10  06:00:00,5.0,0.6 
 01/10  06:10:00,4.816666666666666,0.6 
 01/10  06:20:00,4.633333333333334,0.6 
 01/10  06:30:00,4.45,0.6 
 01/10  06:40:00,4.266666666666667,0.6 
 01/10  06:50:00,4.083333333333333,0.6 
 01/10  07:00:00,3.9,0.6 
 01/10  07:10:00,4.083333333333333,0.4 
 01/10  07:20:00,4.266666666666667,0.20000000000000005 
 01/10  07:30:00,4.45,0.0 
 01/10  07:40:00,4.633333333333333,-0.19999999999999996 
 01/10  07:50:00,4.816666666666666,-0.4 
 01/10  08:00:00,5.0,-0.6 
 01/10  08:10:00,5.1000000000000009,-0.6 
 01/10  08:20:00,5.2,-0.6 
 01/10  08:30:00,5.3,-0.6 
 01/10  08:40:00,5.4,-0.6 
 01/10  08:50:00,5.5,-0.6 
 01/10  09:00:00,5.6,-0.6 
 01/10  09:10:00,5.783333333333333,-0.6 
 01/10  09:20:00,5.966666666666667,-0.6 
 01/10  09:30:00,6.15,-0.6 
 01/10  09:40:00,6.333333333333334,-0.6 
 01/10  09:50:00,6.516666666666667,-0.6 
 01/10  10:00:00,6.7,-0.6 
 01/10  10:10:00,6.783333333333334,-0.5 
 01/10  10:20:00,6.866666666666667,-0.4 
 01/10  10:30:00,6.95,-0.3 
 01/10  10:40:00,7.033333333333333,-0.2 
 01/10  10:50:00,7.116666666666666,-0.09999999999999998 
 01/10  11:00:00,7.2,0.0 
 01/10  11:10:00,7.3,0.18333333333333336 
 01/10  11:20:00,7.4,0.3666666666666667 
 01/10  11:30:00,7.5,0.55 
 01/10  11:40:00,7.6,0.7333333333333334 
 01/10  11:50:00,7.699999999999999,0.9166666666666667 
 01/10  12:00:00,7.8,1.1 
 01/10  12:10:00,7.983333333333333,1.2000000000000002 
 01/10  12:20:00,8.166666666666668,1.3000000000000003 
 01/10  12:30:00,8.35,1.4 
 01/10  12:40:00,8.533333333333334,1.5 
 01/10  12:50:00,8.716666666666667,1.6 
 01/10  13:00:00,8.9,1.7 
 01/10  13:10:00,8.983333333333335,1.9666666666666668 
 01/10  13:20:00,9.066666666666669,2.2333333333333336 
 01/10  13:30:00,9.15,2.5 
 01/10  13:40:00,9.233333333333335,2.7666666666666668 
 01/10  13:50:00,9.316666666666667,3.033333333333333 
 01/10  14:00:00,9.4,3.3 
 01/10  14:10:00,9.316666666666667,3.4 
 01/10  14:20:00,9.233333333333335,3.5 
 01/10  14:30:00,9.15,3.5999999999999998 
 01/10  14:40:00,9.066666666666667,3.6999999999999999 
 01/10  14:50:00,8.983333333333335,3.8 
 01/10  15:00:00,8.9,3.9 
 01/10  15:10:00,9.083333333333334,3.716666666666667 
 01/10  15:20:00,9.266666666666668,3.533333333333333 
 01/10  15:30:00,9.45,3.3499999999999998 
 01/10  15:40:00,9.633333333333333,3.1666666666666667 
 01/10  15:50:00,9.816666666666667,2.9833333333333336 
 01/10  16:00:00,10.0,2.8 
 01/10  16:10:00,10.0,2.4333333333333337 
 01/10  16:20:00,10.0,2.066666666666667 
 01/10  16:30:00,10.0,1.7 
 01/10  16:40:00,10.0,1.3333333333333333 
 01/10  16:50:00,10.0,0.9666666666666666 
 01/10  17:00:00,10.0,0.6 
 01/10  17:10:00,9.9,0.5 
 01/10  17:20:00,9.8,0.4 
 01/10  17:30:00,9.7,0.3 
 01/10  17:40:00,9.600000000000002,0.2 
 01/10  17:50:00,9.5,0.09999999999999998 
 01/10  18:00:00,9.4,0.0 
 01/10  18:10:00,9.4,-0.09999999999999999 
 01/10  18:20:00,9.4,-0.19999999999999999 
 01/10  18:30:00,9.4,-0.3 
 01/10  18:40:00,9.4,-0.39999999999999999 
 01/10  18:50:00,9.4,-0.5 
 01/10  19:00:00,9.4,-0.6 
 01/10  19:10:00,9.316666666666667,-0.6 
 01/10  19:20:00,9.233333333333335,-0.6 
 01/10  19:30:00,9.15,-0.6 
 01/10  19:40:00,9.066666666666667,-0.6 
 01/10  19:50:00,8.983333333333335,-0.6 
 01/10  20:00:00,8.9,-0.6 
 01/10  20:10:00,8.983333333333335,-0.5 
 01/10  20:20:00,9.066666666666669,-0.4 
 01/10  20:30:00,9.15,-0.3 
 01/10  20:40:00,9.233333333333335,-0.2 
 01/10  20:50:00,9.316666666666667,-0.09999999999999998 
 01/10  21:00:00,9.4,0.0 
 01/10  21:10:00,9.5,0.09999999999999999 
 01/10  21:20:00,9.600000000000002,0.19999999999999999 
 01/10  21:30:00,9.7,0.3 
 01/10  21:40:00,9.8,0.39999999999999999 
 01/10  21:50:00,9.9,0.5 
 01/10  22:00:00,10.0,0.6 
 01/10  22:10:00,9.816666666666667,0.8666666666666667 
 01/10  22:20:00,9.633333333333335,1.1333333333333334 
 01/10  22:30:00,9.45,1.4000000000000002 
 01/10  22:40:00,9.266666666666668,1.6666666666666668 
 01/10  22:50:00,9.083333333333334,1.9333333333333336 
 01/10  23:00:00,8.9,2.2 
 01/10  23:10:00,8.9,2.2 
 01/10  23:20:00,8.900000000000003,2.2 
 01/10  23:30:00,8.9,2.2 
 01/10  23:40:00,8.9,2.2 
 01/10  23:50:00,8.9,2.2 
 01/10  24:00:00,8.9,2.2 
 01/11  00:10:00,8.983333333333335,2.2 
 01/11  00:20:00,9.066666666666669,2.2 
 01/11  00:30:00,9.15,2.2 
 01/11  00:40:00,9.233333333333335,2.2 
 01/11  00:50:00,9.316666666666667,2.2 
 01/11  01:00:00,9.4,2.2 
 01/11  01:10:00,9.5,2.3833333333333335 
 01/11  01:20:00,9.600000000000002,2.566666666666667 
 01/11  01:30:00,9.7,2.75 
 01/11  01:40:00,9.8,2.933333333333333 
 01/11  01:50:00,9.9,3.1166666666666669 
 01/11  02:00:00,10.0,3.3 
 01/11  02:10:00,9.9,3.1166666666666669 
 01/11  02:20:00,9.8,2.9333333333333337 
 01/11  02:30:00,9.7,2.75 
 01/11  02:40:00,9.600000000000002,2.566666666666667 
 01/11  02:50:00,9.5,2.3833333333333335 
 01/11  03:00:00,9.4,2.2 
 01/11  03:10:00,9.4,2.2 
 01/11  03:20:00,9.4,2.2 
 01/11  03:30:00,9.4,2.2 
 01/11  03:40:00,9.4,2.2 
 01/11  03:50:00,9.4,2.2 
 01/11  04:00:00,9.4,2.2 
 01/11  04:10:00,9.5,2.566666666666667 
 01/11  04:20:00,9.600000000000002,2.9333333333333337 
 01/11  04:30:00,9.7,3.3000000000000004 
 01/11  04:40:00,9.8,3.666666666666667 
 01/11  04:50:00,9.9,4.033333333333333 
 01/11  05:00:00,10.0,4.4 
 01/11  05:10:00,10.0,4.5 
 01/11  05:20:00,10.0,4.6000000000000009 
 01/11  05:30:00,10.0,4.7 
 01/11  05:40:00,10.0,4.8 
 01/11  05:50:00,10.0,4.9 
 01/11  06:00:00,10.0,5.0 
 01/11  06:10:00,9.9,5.1000000000000009 
 01/11  06:20:00,9.8,5.2 
 01/11  06:30:00,9.7,5.3 
 01/11  06:40:00,9.600000000000002,5.4 
 01/11  06:50:00,9.5,5.5 
 01/11  07:00:00,9.4,5.6 
 01/11  07:10:00,9.4,5.5 
 01/11  07:20:00,9.4,5.4 
 01/11  07:30:00,9.4,5.3 
 01/11  07:40:00,9.4,5.199999999999999 
 01/11  07:50:00,9.4,5.1 
 01/11  08:00:00,9.4,5.0 
 01/11  08:10:00,9.5,5.1000000000000009 
 01/11  08:20:00,9.600000000000002,5.2 
 01/11  08:30:00,9.7,5.3 
 01/11  08:40:00,9.8,5.4 
 01/11  08:50:00,9.9,5.5 
 01/11  09:00:00,10.0,5.6 
 01/11  09:10:00,10.100000000000002,5.5 
 01/11  09:20:00,10.200000000000001,5.4 
 01/11  09:30:00,10.3,5.3 
 01/11  09:40:00,10.4,5.199999999999999 
 01/11  09:50:00,10.5,5.1 
 01/11  10:00:00,10.6,5.0 
 01/11  10:10:00,10.683333333333334,5.183333333333334 
 01/11  10:20:00,10.766666666666668,5.366666666666667 
 01/11  10:30:00,10.85,5.55 
 01/11  10:40:00,10.933333333333334,5.733333333333333 
 01/11  10:50:00,11.016666666666666,5.916666666666666 
 01/11  11:00:00,11.1,6.1 
 01/11  11:10:00,11.1,6.1 
 01/11  11:20:00,11.1,6.1000000000000009 
 01/11  11:30:00,11.1,6.1 
 01/11  11:40:00,11.1,6.1 
 01/11  11:50:00,11.1,6.1 
 01/11  12:00:00,11.1,6.1 
 01/11  12:10:00,11.2,6.016666666666667 
 01/11  12:20:00,11.3,5.933333333333334 
 01/11  12:30:00,11.399999999999999,5.85 
 01/11  12:40:00,11.5,5.766666666666667 
 01/11  12:50:00,11.6,5.683333333333334 
 01/11  13:00:00,11.7,5.6 
 01/11  13:10:00,12.15,5.866666666666667 
 01/11  13:20:00,12.600000000000002,6.133333333333333 
 01/11  13:30:00,13.05,6.4 
 01/11  13:40:00,13.5,6.666666666666666 
 01/11  13:50:00,13.95,6.933333333333333 
 01/11  14:00:00,14.4,7.2 
 01/11  14:10:00,14.4,7.2 
 01/11  14:20:00,14.400000000000003,7.200000000000001 
 01/11  14:30:00,14.4,7.2 
 01/11  14:40:00,14.4,7.2 
 01/11  14:50:00,14.399999999999999,7.199999999999999 
 01/11  15:00:00,14.4,7.2 
 01/11  15:10:00,14.4,7.2 
 01/11  15:20:00,14.400000000000003,7.200000000000001 
 01/11  15:30:00,14.4,7.2 
 01/11  15:40:00,14.4,7.2 
 01/11  15:50:00,14.399999999999999,7.199999999999999 
 01/11  16:00:00,14.4,7.2 
 01/11  16:10:00,14.033333333333334,7.116666666666667 
 01/11  16:20:00,13.666666666666668,7.033333333333334 
 01/11  16:30:00,13.3,6.95 
 01/11  16:40:00,12.933333333333334,6.866666666666667 
 01/11  16:50:00,12.566666666666667,6.783333333333333 
 01/11  17:00:00,12.2,6.7 
 01/11  17:10:00,12.299999999999999,6.700000000000001 
 01/11  17:20:00,12.400000000000003,6.700000000000001 
 01/11  17:30:00,12.5,6.7 
 01/11  17:40:00,12.600000000000002,6.700000000000001 
 01/11  17:50:00,12.700000000000001,6.7 
 01/11  18:00:00,12.8,6.7 
 01/11  18:10:00,12.700000000000001,6.700000000000001 
 01/11  18:20:00,12.600000000000002,6.700000000000001 
 01/11  18:30:00,12.5,6.7 
 01/11  18:40:00,12.4,6.700000000000001 
 01/11  18:50:00,12.299999999999999,6.7 
 01/11  19:00:00,12.2,6.7 
 01/11  19:10:00,12.299999999999999,6.883333333333334 
 01/11  19:20:00,12.400000000000003,7.066666666666667 
 01/11  19:30:00,12.5,7.25 
 01/11  19:40:00,12.600000000000002,7.433333333333334 
 01/11  19:50:00,12.700000000000001,7.616666666666666 
 01/11  20:00:00,12.8,7.8 
 01/11  20:10:00,12.516666666666668,8.066666666666667 
 01/11  20:20:00,12.233333333333335,8.333333333333334 
 01/11  20:30:00,11.95,8.6 
 01/11  20:40:00,11.666666666666668,8.866666666666668 
 01/11  20:50:00,11.383333333333333,9.133333333333333 
 01/11  21:00:00,11.1,9.4 
 01/11  21:10:00,11.1,9.5 
 01/11  21:20:00,11.1,9.600000000000002 
 01/11  21:30:00,11.1,9.7 
 01/11  21:40:00,11.1,9.8 
 01/11  21:50:00,11.1,9.9 
 01/11  22:00:00,11.1,10.0 
 01/11  22:10:00,10.816666666666667,9.533333333333334 
 01/11  22:20:00,10.533333333333334,9.066666666666669 
 01/11  22:30:00,10.25,8.6 
 01/11  22:40:00,9.966666666666667,8.133333333333333 
 01/11  22:50:00,9.683333333333334,7.666666666666666 
 01/11  23:00:00,9.4,7.2 
 01/11  23:10:00,9.216666666666667,7.2 
 01/11  23:20:00,9.033333333333335,7.200000000000001 
 01/11  23:30:00,8.850000000000002,7.2 
 01/11  23:40:00,8.666666666666668,7.2 
 01/11  23:50:00,8.483333333333335,7.199999999999999 
 01/11  24:00:00,8.3,7.2 
 01/12  00:10:00,8.3,7.3 
 01/12  00:20:00,8.3,7.4 
 01/12  00:30:00,8.3,7.5 
 01/12  00:40:00,8.3,7.6 
 01/12  00:50:00,8.3,7.699999999999999 
 01/12  01:00:00,8.3,7.8 
 01/12  01:10:00,8.483333333333335,7.983333333333333 
 01/12  01:20:00,8.666666666666668,8.166666666666668 
 01/12  01:30:00,8.850000000000002,8.35 
 01/12  01:40:00,9.033333333333334,8.533333333333334 
 01/12  01:50:00,9.216666666666667,8.716666666666667 
 01/12  02:00:00,9.4,8.9 
 01/12  02:10:00,9.133333333333333,8.533333333333334 
 01/12  02:20:00,8.866666666666668,8.166666666666668 
 01/12  02:30:00,8.6,7.800000000000001 
 01/12  02:40:00,8.333333333333333,7.433333333333334 
 01/12  02:50:00,8.066666666666667,7.066666666666667 
 01/12  03:00:00,7.8,6.7 
 01/12  03:10:00,7.7,6.6000000000000009 
 01/12  03:20:00,7.6,6.500000000000001 
 01/12  03:30:00,7.5,6.4 
 01/12  03:40:00,7.4,6.300000000000001 
 01/12  03:50:00,7.3,6.199999999999999 
 01/12  04:00:00,7.2,6.1 
 01/12  04:10:00,7.116666666666667,6.1 
 01/12  04:20:00,7.033333333333334,6.1000000000000009 
 01/12  04:30:00,6.95,6.1 
 01/12  04:40:00,6.866666666666667,6.1 
 01/12  04:50:00,6.783333333333333,6.1 
 01/12  05:00:00,6.7,6.1 
 01/12  05:10:00,6.700000000000001,6.1 
 01/12  05:20:00,6.700000000000001,6.1000000000000009 
 01/12  05:30:00,6.7,6.1 
 01/12  05:40:00,6.700000000000001,6.1 
 01/12  05:50:00,6.7,6.1 
 01/12  06:00:00,6.7,6.1 
 01/12  06:10:00,6.700000000000001,6.016666666666667 
 01/12  06:20:00,6.700000000000001,5.933333333333334 
 01/12  06:30:00,6.7,5.85 
 01/12  06:40:00,6.700000000000001,5.766666666666667 
 01/12  06:50:00,6.7,5.683333333333334 
 01/12  07:00:00,6.7,5.6 
 01/12  07:10:00,6.700000000000001,5.6000000000000009 
 01/12  07:20:00,6.700000000000001,5.6 
 01/12  07:30:00,6.7,5.6 
 01/12  07:40:00,6.700000000000001,5.6 
 01/12  07:50:00,6.7,5.6 
 01/12  08:00:00,6.7,5.6 
 01/12  08:10:00,6.700000000000001,5.5 
 01/12  08:20:00,6.700000000000001,5.4 
 01/12  08:30:00,6.7,5.3 
 01/12  08:40:00,6.700000000000001,5.199999999999999 
 01/12  08:50:00,6.7,5.1 
 01/12  09:00:00,6.7,5.0 
 01/12  09:10:00,6.700000000000001,4.816666666666666 
 01/12  09:20:00,6.700000000000001,4.633333333333334 
 01/12  09:30:00,6.7,4.45 
 01/12  09:40:00,6.700000000000001,4.266666666666667 
 01/12  09:50:00,6.7,4.083333333333333 
 01/12  10:00:00,6.7,3.9 
 01/12  10:10:00,6.783333333333334,3.9 
 01/12  10:20:00,6.866666666666667,3.9 
 01/12  10:30:00,6.95,3.9 
 01/12  10:40:00,7.033333333333333,3.8999999999999996 
 01/12  10:50:00,7.116666666666666,3.9 
 01/12  11:00:00,7.2,3.9 
 01/12  11:10:00,7.2,3.9 
 01/12  11:20:00,7.200000000000001,3.9 
 01/12  11:30:00,7.2,3.9 
 01/12  11:40:00,7.2,3.8999999999999996 
 01/12  11:50:00,7.199999999999999,3.9 
 01/12  12:00:00,7.2,3.9 
 01/12  12:10:00,7.3,3.9833333333333336 
 01/12  12:20:00,7.4,4.066666666666666 
 01/12  12:30:00,7.5,4.15 
 01/12  12:40:00,7.6,4.233333333333333 
 01/12  12:50:00,7.699999999999999,4.316666666666666 
 01/12  13:00:00,7.8,4.4 
 01/12  13:10:00,7.883333333333333,4.216666666666667 
 01/12  13:20:00,7.966666666666667,4.033333333333334 
 01/12  13:30:00,8.05,3.85 
 01/12  13:40:00,8.133333333333333,3.666666666666667 
 01/12  13:50:00,8.216666666666667,3.4833333333333336 
 01/12  14:00:00,8.3,3.3 
 01/12  14:10:00,8.116666666666668,3.4833333333333336 
 01/12  14:20:00,7.933333333333334,3.666666666666667 
 01/12  14:30:00,7.75,3.85 
 01/12  14:40:00,7.566666666666666,4.033333333333333 
 01/12  14:50:00,7.383333333333333,4.216666666666667 
 01/12  15:00:00,7.2,4.4 
 01/12  15:10:00,7.3,4.4 
 01/12  15:20:00,7.4,4.4 
 01/12  15:30:00,7.5,4.4 
 01/12  15:40:00,7.6,4.4 
 01/12  15:50:00,7.699999999999999,4.4 
 01/12  16:00:00,7.8,4.4 
 01/12  16:10:00,7.7,4.216666666666667 
 01/12  16:20:00,7.6,4.033333333333334 
 01/12  16:30:00,7.5,3.85 
 01/12  16:40:00,7.4,3.666666666666667 
 01/12  16:50:00,7.3,3.4833333333333336 
 01/12  17:00:00,7.2,3.3 
 01/12  17:10:00,7.116666666666667,3.3 
 01/12  17:20:00,7.033333333333334,3.3 
 01/12  17:30:00,6.95,3.3 
 01/12  17:40:00,6.866666666666667,3.3 
 01/12  17:50:00,6.783333333333333,3.3 
 01/12  18:00:00,6.7,3.3 
 01/12  18:10:00,6.416666666666667,3.4 
 01/12  18:20:00,6.133333333333335,3.5 
 01/12  18:30:00,5.85,3.5999999999999998 
