ANN Model Name,Training Mean Error,Testing Mean Error Without Simulation,Testing Mean Error With Simulation,Final Train Error,Final Train Loss,Final Val Error,Final Val Loss,Time/Iteration
LSTM_4_TS_1,1.4358889670967827,6.041471815340663,14.142842537335154,0.016982758417725563,0.03727395460009575,353.8690185546875,411.6238098144531,0.008359792331854502
